age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,1,-1,0,unknown,yes
49,management,divorced,tertiary,no,557,yes,no,cellular,29,jan,145,1,223,5,failure,no
57,retired,married,primary,no,333,no,no,unknown,22,aug,336,2,-1,0,unknown,no
50,blue-collar,married,primary,no,2590,yes,no,telephone,20,nov,281,2,195,6,failure,no
43,technician,married,secondary,no,1667,no,yes,cellular,4,feb,1213,3,-1,0,unknown,no
43,technician,married,secondary,no,275,no,no,cellular,25,aug,69,6,-1,0,unknown,no
57,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,-1,0,unknown,no
48,housemaid,married,primary,no,0,no,no,cellular,28,aug,20,23,-1,0,unknown,no
50,management,married,tertiary,no,24,no,no,cellular,20,aug,157,1,-1,0,unknown,no
32,services,single,secondary,no,936,yes,no,cellular,18,nov,61,1,-1,0,unknown,no
36,management,divorced,tertiary,no,14930,no,no,cellular,23,jul,190,1,-1,0,unknown,no
35,admin,married,secondary,no,437,yes,no,cellular,17,apr,123,1,-1,0,unknown,no
35,admin,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes
54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,no
49,services,married,primary,no,61,yes,no,unknown,6,may,246,1,-1,0,unknown,no
31,technician,married,secondary,no,0,no,no,cellular,14,jul,229,3,-1,0,unknown,no
37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,-1,0,unknown,no
43,technician,single,secondary,no,33,yes,no,unknown,27,may,93,10,-1,0,unknown,no
35,management,married,tertiary,no,4,no,no,cellular,1,sep,157,2,-1,0,unknown,no
65,retired,married,tertiary,no,1973,no,no,telephone,2,feb,121,1,287,3,success,no
35,management,single,tertiary,no,12,no,no,cellular,7,jul,289,1,-1,0,unknown,no
23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,929,3,-1,0,unknown,yes
43,blue-collar,married,secondary,yes,-504,yes,no,unknown,28,may,136,1,-1,0,unknown,no
51,services,divorced,secondary,no,135,yes,yes,cellular,17,nov,862,1,-1,0,unknown,no
37,unemployed,single,secondary,no,1020,yes,no,cellular,15,jul,348,1,-1,0,unknown,no
36,entrepreneur,married,primary,no,3352,no,no,cellular,10,jul,503,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,649,yes,no,cellular,18,nov,122,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,235,yes,no,cellular,6,may,121,1,-1,0,unknown,no
46,management,married,tertiary,no,39,yes,yes,cellular,21,nov,64,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,no
35,technician,married,secondary,no,712,yes,yes,cellular,22,aug,97,5,-1,0,unknown,no
57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,failure,no
39,blue-collar,married,secondary,no,507,yes,no,unknown,8,may,136,2,-1,0,unknown,no
31,admin,single,secondary,no,121,yes,no,unknown,20,may,187,1,-1,0,unknown,no
32,management,single,tertiary,no,819,yes,no,cellular,20,apr,114,2,-1,0,unknown,yes
30,technician,single,secondary,no,0,no,no,cellular,13,aug,173,4,562,1,failure,no
31,technician,married,tertiary,no,6525,yes,no,cellular,24,jul,169,1,-1,0,unknown,no
59,retired,married,secondary,no,278,no,no,cellular,12,aug,141,3,-1,0,unknown,no
55,retired,divorced,tertiary,no,-458,yes,no,cellular,23,jul,1331,3,-1,0,unknown,no
47,housemaid,married,secondary,no,1765,no,no,cellular,8,aug,59,3,-1,0,unknown,no
41,entrepreneur,divorced,tertiary,no,285,no,yes,cellular,21,nov,158,1,-1,0,unknown,no
29,management,single,tertiary,no,985,yes,no,cellular,23,jul,396,2,-1,0,unknown,yes
53,management,divorced,tertiary,no,913,no,no,cellular,20,aug,173,3,-1,0,unknown,no
52,technician,divorced,secondary,no,-558,no,no,cellular,14,aug,152,5,-1,0,unknown,no
33,admin,single,secondary,no,61,no,no,cellular,24,jul,286,4,-1,0,unknown,no
29,admin,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,unknown,yes
34,technician,single,tertiary,no,242,yes,no,unknown,6,may,112,1,-1,0,unknown,no
43,management,married,tertiary,no,1050,yes,yes,cellular,18,jul,67,11,-1,0,unknown,no
33,management,married,tertiary,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
42,technician,single,secondary,no,2036,yes,no,cellular,19,nov,259,2,-1,0,unknown,no
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,195,1,95,2,success,no
33,management,married,tertiary,no,11149,yes,no,unknown,21,may,418,2,-1,0,unknown,no
56,retired,married,primary,no,1947,no,no,cellular,3,jun,124,1,34,2,failure,no
33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,yes
35,admin,married,secondary,no,3187,yes,no,cellular,19,nov,171,2,183,1,failure,no
34,admin,single,secondary,no,1,no,no,unknown,25,jun,247,1,-1,0,unknown,no
36,technician,single,secondary,no,966,no,no,cellular,8,oct,135,2,91,13,failure,no
36,blue-collar,married,primary,no,733,yes,no,cellular,17,apr,382,2,-1,0,unknown,no
49,management,married,tertiary,no,5613,no,no,cellular,20,jul,258,3,-1,0,unknown,no
33,technician,single,secondary,no,5833,yes,no,cellular,8,aug,93,2,-1,0,unknown,no
76,housemaid,married,primary,no,1483,no,no,cellular,2,aug,90,4,-1,0,unknown,no
27,blue-collar,single,secondary,yes,87,yes,no,unknown,27,may,43,1,-1,0,unknown,no
59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown,no
20,student,single,tertiary,no,79,yes,no,unknown,14,may,168,3,-1,0,unknown,no
34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91,2,-1,0,unknown,no
35,management,married,tertiary,no,341,yes,no,unknown,23,may,824,2,-1,0,unknown,no
35,technician,married,secondary,no,254,no,no,cellular,8,aug,153,7,-1,0,unknown,no
33,services,single,secondary,no,772,yes,no,cellular,29,jan,323,2,259,3,success,no
35,technician,single,tertiary,no,226,yes,yes,unknown,6,may,283,3,-1,0,unknown,no
60,admin,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
48,management,married,tertiary,no,612,no,no,cellular,26,jul,86,7,292,1,other,no
48,technician,married,secondary,no,1000,no,no,cellular,21,nov,104,2,-1,0,unknown,no
38,admin,single,secondary,no,221,yes,no,cellular,4,feb,93,2,274,2,failure,no
38,self-employed,married,primary,no,215,yes,no,cellular,8,may,124,2,353,1,other,no
44,services,divorced,secondary,no,130,yes,no,cellular,14,may,263,1,371,1,failure,no
58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,215,3,-1,0,unknown,no
57,retired,married,tertiary,no,906,yes,no,unknown,7,may,117,1,-1,0,unknown,no
37,management,married,tertiary,no,255,no,no,cellular,24,feb,562,2,183,10,success,yes
46,services,divorced,secondary,no,1263,yes,no,telephone,21,nov,220,2,-1,0,unknown,no
30,blue-collar,single,primary,no,71,yes,no,unknown,19,may,122,6,-1,0,unknown,no
33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,20,7,-1,0,unknown,no
30,admin,married,secondary,no,1794,no,no,cellular,20,nov,1035,1,-1,0,unknown,yes
27,management,single,tertiary,no,88,no,no,cellular,24,apr,65,2,-1,0,unknown,no
33,services,married,secondary,no,554,yes,no,cellular,29,jan,162,2,258,1,other,no
50,services,married,primary,no,-15,no,yes,unknown,2,jul,71,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,213,yes,no,cellular,11,may,47,1,343,2,failure,no
30,blue-collar,married,primary,no,1480,yes,no,unknown,14,may,360,2,-1,0,unknown,no
34,services,married,secondary,no,286,yes,no,unknown,21,may,703,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
40,technician,single,secondary,no,153,no,no,cellular,7,aug,125,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,0,yes,no,unknown,27,may,548,1,-1,0,unknown,no
49,housemaid,married,primary,no,0,no,no,telephone,16,jul,46,8,-1,0,unknown,no
55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,no
31,admin,divorced,secondary,no,93,yes,no,cellular,18,nov,417,1,-1,0,unknown,no
48,technician,divorced,tertiary,no,-136,yes,no,unknown,21,may,7,12,-1,0,unknown,no
44,technician,married,secondary,no,2316,yes,no,cellular,10,jul,81,3,-1,0,unknown,no
38,technician,single,secondary,no,0,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
45,admin,married,secondary,no,1387,yes,no,cellular,10,jul,446,1,-1,0,unknown,no
55,technician,married,secondary,no,462,no,no,cellular,11,aug,116,2,-1,0,unknown,no
40,services,married,secondary,no,1358,no,no,unknown,19,jun,96,1,-1,0,unknown,no
31,technician,divorced,secondary,no,202,yes,no,cellular,18,jul,146,1,-1,0,unknown,no
54,entrepreneur,married,secondary,no,0,yes,no,cellular,5,may,387,2,287,1,failure,no
54,retired,married,secondary,no,1826,yes,no,cellular,17,nov,264,4,-1,0,unknown,no
57,technician,divorced,secondary,no,1244,yes,no,cellular,18,jul,383,1,-1,0,unknown,no
41,unemployed,married,primary,no,101,yes,no,cellular,11,may,275,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640,1,-1,0,unknown,yes
62,retired,married,secondary,no,495,no,yes,telephone,9,sep,494,2,-1,0,unknown,no
60,retired,married,secondary,no,0,no,no,cellular,25,aug,87,2,-1,0,unknown,no
51,technician,single,secondary,no,0,yes,no,unknown,5,may,364,2,-1,0,unknown,no
40,technician,married,secondary,no,88,no,no,cellular,28,aug,214,3,-1,0,unknown,no
47,admin,single,secondary,no,15,no,no,unknown,12,may,181,4,-1,0,unknown,no
56,management,married,secondary,no,145,no,no,cellular,4,feb,224,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,5058,no,no,cellular,12,may,255,2,357,4,failure,no
41,blue-collar,married,primary,no,254,yes,no,cellular,12,may,25,1,309,3,failure,no
35,housemaid,married,primary,no,8127,no,no,unknown,6,jun,315,1,-1,0,unknown,no
32,blue-collar,married,primary,no,323,yes,no,unknown,21,may,530,2,-1,0,unknown,no
32,admin,single,secondary,no,127,yes,no,unknown,23,may,189,2,-1,0,unknown,no
32,blue-collar,single,primary,no,1426,yes,no,cellular,20,nov,114,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,0,unknown,no
44,management,divorced,tertiary,no,71,yes,no,cellular,7,aug,142,2,-1,0,unknown,no
36,services,single,secondary,no,92,yes,no,cellular,17,apr,36,1,-1,0,unknown,no
38,technician,married,secondary,no,-104,no,no,cellular,28,aug,13,17,-1,0,unknown,no
53,retired,married,primary,no,0,no,no,cellular,30,jul,123,1,-1,0,unknown,no
42,blue-collar,married,primary,no,550,yes,no,cellular,20,apr,76,6,-1,0,unknown,no
82,retired,divorced,primary,no,1419,no,no,telephone,26,mar,139,1,-1,0,unknown,no
40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,-1,0,unknown,no
44,blue-collar,married,secondary,no,3813,yes,no,unknown,3,jun,771,1,-1,0,unknown,no
40,management,single,tertiary,no,157,yes,no,unknown,15,may,68,2,-1,0,unknown,no
24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,122,1,-1,0,unknown,yes
36,management,single,tertiary,no,1246,no,no,cellular,21,aug,63,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,yes,-456,yes,yes,unknown,20,jun,42,7,-1,0,unknown,no
31,management,single,tertiary,no,43,yes,no,cellular,9,feb,297,7,-1,0,unknown,no
54,retired,divorced,primary,no,52,no,no,unknown,19,jun,184,3,-1,0,unknown,no
43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,yes
58,admin,divorced,secondary,no,1713,no,no,unknown,15,may,544,2,-1,0,unknown,no
71,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,-1,0,unknown,yes
42,blue-collar,married,primary,no,1532,yes,no,cellular,23,jul,98,3,-1,0,unknown,no
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
26,blue-collar,single,secondary,no,153,yes,no,unknown,9,may,386,1,-1,0,unknown,no
24,technician,single,secondary,no,403,no,no,unknown,17,jun,247,1,-1,0,unknown,yes
28,technician,single,tertiary,no,676,no,no,cellular,5,feb,1138,2,-1,0,unknown,yes
40,blue-collar,married,primary,no,570,yes,no,unknown,12,may,109,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,259,yes,no,cellular,8,may,158,3,354,1,failure,no
36,technician,divorced,secondary,no,69,yes,no,cellular,12,may,61,2,369,3,failure,no
47,blue-collar,married,primary,no,6439,yes,no,unknown,14,may,326,3,-1,0,unknown,no
39,management,divorced,tertiary,no,1315,yes,no,cellular,16,jul,885,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,190,no,yes,cellular,10,jul,154,1,-1,0,unknown,no
53,services,married,secondary,no,1563,yes,no,cellular,2,feb,124,2,5,1,other,no
37,technician,married,secondary,no,332,yes,no,cellular,19,nov,342,2,-1,0,unknown,no
39,blue-collar,married,primary,no,295,yes,no,unknown,4,jun,38,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,5,no,no,telephone,8,jul,54,3,-1,0,unknown,no
49,management,married,tertiary,no,78,yes,no,cellular,8,apr,65,3,-1,0,unknown,no
30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure,no
60,retired,divorced,primary,no,685,no,yes,telephone,21,jul,89,1,-1,0,unknown,no
43,self-employed,married,secondary,no,56,yes,no,cellular,8,may,612,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,2978,yes,no,cellular,29,jan,44,1,-1,0,unknown,no
58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,122,6,-1,0,unknown,no
29,services,married,secondary,no,123,no,yes,cellular,7,jul,151,1,-1,0,unknown,no
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,yes
56,services,married,secondary,yes,-8,no,no,cellular,6,aug,159,2,-1,0,unknown,no
53,self-employed,married,tertiary,no,167,yes,no,cellular,7,may,84,1,343,1,other,no
35,blue-collar,married,secondary,no,233,yes,no,cellular,13,may,66,1,176,1,failure,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,11,16,-1,0,unknown,no
59,blue-collar,married,primary,no,80,yes,no,telephone,31,jul,46,21,-1,0,unknown,no
52,services,married,primary,no,171,yes,yes,cellular,31,jul,223,1,-1,0,unknown,no
39,unemployed,single,tertiary,no,79,no,no,cellular,2,jun,369,1,-1,0,unknown,no
55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,yes
35,admin,married,secondary,no,4698,yes,no,unknown,16,jun,359,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,-54,yes,no,cellular,7,aug,46,2,-1,0,unknown,no
56,management,married,tertiary,no,5282,no,no,cellular,17,nov,113,1,-1,0,unknown,no
65,retired,married,secondary,no,1176,no,no,cellular,6,aug,111,1,184,1,failure,no
31,management,married,tertiary,no,527,yes,yes,cellular,15,may,98,2,359,1,failure,no
53,admin,single,secondary,no,393,no,no,cellular,29,jan,69,1,-1,0,unknown,no
41,technician,married,secondary,no,1297,no,no,unknown,6,jun,82,1,-1,0,unknown,no
37,management,single,tertiary,no,361,no,no,cellular,20,aug,174,2,-1,0,unknown,no
51,blue-collar,married,primary,no,2995,yes,no,unknown,11,jun,93,2,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,121,2,-1,0,unknown,no
35,services,married,secondary,no,630,yes,no,unknown,7,may,17,2,-1,0,unknown,no
33,management,married,tertiary,no,956,yes,no,cellular,30,apr,115,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,259,yes,no,unknown,19,may,287,1,-1,0,unknown,no
28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,yes
37,admin,married,secondary,no,131,no,no,cellular,17,nov,48,2,-1,0,unknown,no
28,unemployed,single,secondary,no,538,no,no,cellular,4,jun,114,3,-1,0,unknown,no
44,technician,divorced,secondary,no,976,yes,no,unknown,14,may,302,2,-1,0,unknown,no
39,admin,divorced,secondary,no,728,yes,yes,cellular,18,oct,222,1,-1,0,unknown,yes
35,admin,married,secondary,no,557,yes,no,cellular,17,jun,54,4,-1,0,unknown,no
32,technician,single,tertiary,no,418,no,yes,cellular,14,jul,138,3,-1,0,unknown,no
29,admin,married,secondary,no,111,no,yes,cellular,11,jul,114,1,-1,0,unknown,no
30,management,married,tertiary,no,144,yes,no,cellular,25,aug,23,17,-1,0,unknown,no
51,blue-collar,married,secondary,no,0,no,no,telephone,30,jul,145,4,-1,0,unknown,no
33,admin,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
60,management,single,tertiary,no,0,no,no,telephone,18,aug,161,2,-1,0,unknown,no
35,services,divorced,secondary,no,-269,yes,no,unknown,3,jun,118,2,-1,0,unknown,no
53,admin,single,secondary,no,-285,no,yes,unknown,11,jun,328,1,-1,0,unknown,no
34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,no
44,technician,married,secondary,no,370,no,yes,cellular,29,aug,64,4,-1,0,unknown,no
46,admin,divorced,primary,no,505,no,yes,cellular,18,jul,119,4,-1,0,unknown,no
30,management,single,tertiary,no,420,no,no,cellular,25,aug,618,3,-1,0,unknown,no
43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,86,no,no,cellular,19,nov,127,1,111,2,failure,no
32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,no
31,management,married,tertiary,no,131,no,no,cellular,18,feb,332,2,-1,0,unknown,yes
60,blue-collar,married,tertiary,no,759,no,no,cellular,8,aug,255,2,-1,0,unknown,no
55,services,married,tertiary,no,64,yes,yes,cellular,14,aug,151,6,-1,0,unknown,no
44,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown,no
40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153,2,183,2,failure,no
34,services,married,secondary,no,409,yes,no,cellular,20,apr,104,4,-1,0,unknown,no
30,admin,single,secondary,no,873,no,no,cellular,7,oct,301,1,216,2,failure,no
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes
47,admin,single,secondary,no,303,yes,yes,cellular,28,jul,152,4,-1,0,unknown,no
27,student,single,tertiary,no,524,no,no,cellular,6,feb,496,2,-1,0,unknown,no
26,services,single,secondary,no,-72,yes,no,unknown,30,jun,82,9,-1,0,unknown,no
38,management,single,tertiary,no,690,yes,no,unknown,20,may,34,1,-1,0,unknown,no
51,admin,married,secondary,no,-267,no,yes,cellular,6,aug,91,4,-1,0,unknown,no
34,admin,single,secondary,no,1352,yes,no,cellular,20,apr,126,1,334,3,other,no
49,technician,single,secondary,no,3972,no,no,cellular,19,nov,37,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,33,yes,no,unknown,9,may,557,1,-1,0,unknown,no
49,technician,married,secondary,no,702,no,no,telephone,22,aug,145,7,-1,0,unknown,no
31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
44,retired,married,primary,no,779,yes,no,unknown,21,may,233,3,-1,0,unknown,no
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes
43,blue-collar,married,secondary,no,0,no,no,unknown,6,may,187,1,-1,0,unknown,no
35,services,single,primary,no,167,no,yes,cellular,11,jul,614,2,-1,0,unknown,yes
42,unemployed,married,secondary,no,-283,no,yes,cellular,8,jul,96,2,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,no
44,technician,single,tertiary,no,342,yes,no,cellular,22,jul,70,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,6879,no,no,cellular,15,nov,74,2,118,3,failure,no
47,technician,married,secondary,no,568,yes,no,telephone,14,jul,256,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,16,no,no,cellular,29,jan,553,2,-1,0,unknown,no
37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,4,278,2,other,no
48,blue-collar,divorced,primary,no,-110,yes,no,cellular,12,may,942,1,-1,0,unknown,no
45,admin,single,secondary,no,-11,yes,no,cellular,5,may,247,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,yes,no,unknown,14,may,101,2,-1,0,unknown,no
35,management,single,tertiary,no,2808,yes,no,unknown,19,jun,221,12,-1,0,unknown,no
49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
57,blue-collar,married,primary,no,696,yes,no,cellular,13,aug,89,6,-1,0,unknown,no
37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,yes
42,technician,married,secondary,no,1355,no,no,cellular,13,aug,113,6,-1,0,unknown,no
62,admin,married,secondary,no,4608,no,no,cellular,14,sep,706,1,186,1,success,no
56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,unknown,no
54,technician,single,secondary,no,2237,no,no,cellular,21,nov,149,5,-1,0,unknown,no
49,admin,divorced,secondary,no,333,yes,no,unknown,27,may,36,3,-1,0,unknown,no
41,blue-collar,married,primary,no,449,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
53,unemployed,single,secondary,no,6248,no,no,cellular,28,jan,885,1,-1,0,unknown,no
48,management,married,tertiary,no,1335,no,no,cellular,22,aug,492,7,-1,0,unknown,no
47,housemaid,single,primary,no,2785,yes,no,cellular,13,may,570,1,-1,0,unknown,yes
50,technician,married,secondary,no,2,yes,yes,cellular,14,jul,171,3,-1,0,unknown,no
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes
43,technician,married,secondary,no,78,yes,no,unknown,15,may,80,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,4586,yes,no,unknown,8,may,784,1,-1,0,unknown,no
34,blue-collar,single,secondary,yes,-115,yes,no,unknown,14,may,360,1,-1,0,unknown,no
34,blue-collar,married,primary,no,2720,yes,no,cellular,21,nov,147,2,179,3,failure,no
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
47,management,married,tertiary,no,1105,no,no,unknown,20,jun,180,6,-1,0,unknown,no
62,unemployed,married,primary,no,532,no,no,cellular,31,aug,298,2,300,1,other,no
37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
31,technician,single,secondary,no,4,yes,no,telephone,31,jul,21,24,-1,0,unknown,no
30,blue-collar,single,secondary,no,-110,yes,no,cellular,6,may,428,1,-1,0,unknown,no
36,technician,married,secondary,no,0,yes,no,unknown,20,jun,156,7,-1,0,unknown,no
58,retired,single,secondary,no,282,no,yes,cellular,7,jul,78,1,-1,0,unknown,no
54,unemployed,married,secondary,no,3250,no,no,cellular,31,jul,94,3,-1,0,unknown,no
33,management,single,tertiary,no,-2,no,yes,cellular,25,aug,147,6,-1,0,unknown,no
57,admin,divorced,secondary,no,1403,yes,no,cellular,16,jul,547,2,-1,0,unknown,no
48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
40,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147,3,-1,0,unknown,no
40,technician,married,secondary,no,192,no,no,cellular,7,aug,266,2,-1,0,unknown,no
44,services,divorced,tertiary,no,2279,no,yes,cellular,19,nov,105,1,146,1,failure,no
32,technician,single,secondary,no,-114,no,no,cellular,12,aug,155,2,-1,0,unknown,no
39,admin,single,secondary,no,720,yes,no,telephone,18,nov,47,3,-1,0,unknown,no
50,admin,married,secondary,no,1917,yes,no,unknown,14,may,200,2,-1,0,unknown,no
44,technician,single,secondary,no,3959,yes,no,cellular,21,nov,187,1,-1,0,unknown,no
27,blue-collar,married,secondary,no,191,yes,no,cellular,20,apr,401,2,-1,0,unknown,no
50,technician,married,secondary,no,-70,yes,yes,cellular,28,jan,391,2,191,1,failure,no
24,self-employed,single,secondary,no,0,yes,no,unknown,6,may,278,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,222,yes,no,cellular,11,may,298,2,-1,0,unknown,no
37,admin,married,secondary,no,-255,yes,no,unknown,26,may,96,2,-1,0,unknown,no
51,retired,married,secondary,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,no
45,admin,single,secondary,no,-88,yes,no,unknown,9,may,131,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,2643,yes,no,cellular,2,apr,96,3,330,1,other,no
36,management,married,tertiary,no,953,yes,yes,telephone,4,may,354,2,335,3,other,no
57,admin,married,primary,no,389,no,no,cellular,9,jul,108,2,-1,0,unknown,no
29,blue-collar,married,primary,no,97,yes,no,cellular,13,may,431,2,-1,0,unknown,no
34,management,married,tertiary,no,415,no,yes,cellular,23,jul,361,2,-1,0,unknown,no
33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no
56,retired,divorced,secondary,no,1005,no,yes,cellular,30,jul,69,4,-1,0,unknown,no
31,management,single,tertiary,no,63,no,no,cellular,18,aug,161,7,-1,0,unknown,no
58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
38,services,married,secondary,no,4392,no,no,cellular,31,jul,32,2,-1,0,unknown,no
46,blue-collar,married,primary,no,1483,yes,no,unknown,14,may,174,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,no
48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown,yes
29,management,single,tertiary,no,7578,no,no,cellular,22,may,46,3,-1,0,unknown,no
36,self-employed,single,tertiary,no,1296,yes,no,cellular,19,nov,352,4,-1,0,unknown,no
45,unemployed,married,tertiary,no,3559,yes,yes,cellular,20,nov,264,1,-1,0,unknown,no
34,services,single,secondary,no,1701,yes,no,unknown,21,may,245,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,36,no,no,telephone,28,jan,55,1,-1,0,unknown,no
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown,no
47,admin,married,secondary,no,310,yes,yes,telephone,14,aug,128,6,-1,0,unknown,no
60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
45,admin,married,secondary,no,171,yes,yes,cellular,7,aug,292,1,-1,0,unknown,no
31,management,single,tertiary,no,7554,no,no,telephone,29,aug,51,1,-1,0,unknown,no
39,services,married,tertiary,no,16,no,no,unknown,19,jun,32,1,-1,0,unknown,no
36,management,married,secondary,no,0,no,no,cellular,20,nov,80,1,-1,0,unknown,no
52,services,divorced,primary,no,-644,no,no,cellular,18,aug,119,3,-1,0,unknown,no
52,admin,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,yes
